BP,VMP,ORIGINAL
0.998046875,0.998046875,0.9765625
1.0,1.0,0.9697265625
0.9990234375,1.0,0.8349609375
0.9990234375,1.0,0.984375
1.0,0.9921875,0.9091796875
1.0,1.0,0.994140625
1.0,1.0,0.9814453125
1.0,1.0,0.98046875
1.0,0.9931640625,0.759765625
1.0,1.0,0.9931640625
1.0,1.0,0.9912109375
0.9990234375,0.998046875,0.9697265625
1.0,1.0,0.7119140625
1.0,1.0,0.9609375
1.0,1.0,0.9833984375
0.9990234375,1.0,0.93359375
1.0,1.0,0.9384765625
1.0,1.0,0.99609375
1.0,1.0,0.9990234375
0.9990234375,0.998046875,0.9541015625
1.0,1.0,0.759765625
1.0,1.0,0.8876953125
1.0,1.0,0.998046875
0.9990234375,0.9990234375,0.966796875
0.9990234375,0.9990234375,0.958984375
1.0,1.0,0.978515625
1.0,1.0,0.154296875
0.998046875,0.9990234375,0.9453125
0.9990234375,0.99609375,0.9609375
1.0,1.0,0.9580078125
0.9990234375,1.0,0.974609375
1.0,1.0,0.931640625
0.9990234375,0.9990234375,0.8017578125
1.0,1.0,0.77734375
0.9990234375,0.9990234375,0.9755859375
1.0,1.0,1.0
1.0,1.0,0.9296875
1.0,1.0,0.994140625
0.9990234375,0.9990234375,0.9912109375
0.9990234375,1.0,0.8193359375
0.9990234375,1.0,0.9970703125
1.0,1.0,0.9990234375
1.0,1.0,0.9013671875
1.0,1.0,0.9921875
1.0,1.0,0.9296875
1.0,1.0,0.97265625
1.0,1.0,0.9267578125
1.0,1.0,0.962890625
1.0,1.0,0.990234375
1.0,0.99609375,0.9814453125
1.0,1.0,0.97265625
1.0,1.0,0.76953125
1.0,1.0,0.970703125
1.0,1.0,0.9990234375
1.0,1.0,0.986328125
1.0,1.0,0.9951171875
1.0,1.0,0.9697265625
1.0,1.0,0.8525390625
1.0,1.0,0.9921875
1.0,1.0,0.97265625
1.0,1.0,0.8955078125
1.0,1.0,0.9833984375
1.0,1.0,0.9951171875
1.0,1.0,0.9892578125
0.9990234375,0.9990234375,0.998046875
1.0,1.0,0.9697265625
1.0,1.0,0.98046875
1.0,0.9931640625,0.6748046875
1.0,1.0,0.9609375
1.0,1.0,0.921875
1.0,1.0,0.9013671875
1.0,1.0,0.6064453125
0.9990234375,1.0,1.0
1.0,1.0,0.99609375
1.0,1.0,0.98046875
1.0,0.998046875,0.994140625
1.0,1.0,0.9853515625
1.0,0.9990234375,0.939453125
1.0,0.9990234375,0.7197265625
1.0,1.0,0.9765625
1.0,1.0,0.919921875
0.9990234375,1.0,0.9599609375
0.9990234375,1.0,0.9697265625
1.0,1.0,0.791015625
1.0,1.0,0.9541015625
1.0,0.9990234375,0.83203125
1.0,1.0,0.9853515625
1.0,1.0,0.9765625
1.0,1.0,0.97265625
1.0,1.0,1.0
1.0,1.0,0.919921875
1.0,1.0,0.9638671875
1.0,1.0,0.7431640625
1.0,0.9990234375,0.986328125
1.0,1.0,0.9990234375
1.0,1.0,0.9990234375
1.0,1.0,0.9990234375
0.9990234375,0.9990234375,0.94140625
0.9990234375,1.0,0.96484375
1.0,1.0,0.990234375
1.0,1.0,0.98828125
1.0,0.9990234375,0.9873046875
1.0,1.0,0.9736328125
1.0,1.0,1.0
1.0,1.0,0.9658203125
0.9990234375,1.0,0.927734375
1.0,1.0,1.0
1.0,1.0,0.7724609375
1.0,1.0,0.9697265625
0.9990234375,1.0,0.99609375
1.0,1.0,0.9150390625
